,house_age,dist_nStation,num_cStores,dist_nStation,lat,long,house_p
0,32.0,84.87882,10,84.87882,24.98298,121.54024,3221.5
1,19.5,306.5947,9,306.5947,24.98034,121.53951,3587.0000000000005
2,13.3,561.9845,5,561.9845,24.98746,121.54391,4020.4999999999995
3,13.3,561.9845,5,561.9845,24.98746,121.54391,4658.0
4,5.0,390.5684,5,390.5684,24.97937,121.54245,3663.5
5,7.1,2175.03,3,2175.03,24.96305,121.51254,2728.5
6,34.5,623.4731,7,623.4731,24.97933,121.53642,3425.4999999999995
7,20.3,287.6025,6,287.6025,24.98042,121.54228,3969.5000000000005
8,31.7,5512.038,1,5512.038,24.95095,121.48458,1598.0
9,17.9,1783.18,3,1783.18,24.96731,121.51486,1878.5000000000002
10,34.8,405.2134,1,405.2134,24.97349,121.53372,3519.0
11,6.3,90.45606,9,90.45606,24.97433,121.5431,4938.5
12,13.0,492.2313,5,492.2313,24.96515,121.53737,3340.4999999999995
13,20.4,2469.645,4,2469.645,24.96108,121.51046,2023.0
14,13.2,1164.838,4,1164.838,24.99156,121.53406,2915.4999999999995
15,35.7,579.2083,2,579.2083,24.9824,121.54619,4292.5
16,0.0,292.9978,6,292.9978,24.97744,121.54458,5958.499999999999
17,17.7,350.8515,1,350.8515,24.97544,121.53119,3179.0
18,16.9,368.1363,8,368.1363,24.9675,121.54451,3595.4999999999995
19,1.5,23.38284,7,23.38284,24.96772,121.54102,4054.5000000000005
20,4.5,2275.877,3,2275.877,24.96314,121.51151,2490.5
21,10.5,279.1726,7,279.1726,24.97528,121.54541,4386.0
22,14.7,1360.139,1,1360.139,24.95204,121.54842,2091.0
23,10.1,279.1726,7,279.1726,24.97528,121.54541,4071.5
24,39.6,480.6977,4,480.6977,24.97353,121.53885,3297.9999999999995
25,29.3,1487.868,2,1487.868,24.97542,121.51726,2295.0
26,3.1,383.8624,5,383.8624,24.98085,121.54391,4777.0
27,10.4,276.449,5,276.449,24.95593,121.53913,2856.0
28,19.2,557.478,4,557.478,24.97419,121.53797,3995.0
29,7.1,451.2438,5,451.2438,24.97563,121.54694,4853.5
30,25.9,4519.69,0,4519.69,24.94826,121.49587,1878.5000000000002
31,29.6,769.4034,7,769.4034,24.98281,121.53408,2125.0
32,37.9,488.5727,1,488.5727,24.97349,121.53451,2907.0000000000005
33,16.5,323.655,6,323.655,24.97841,121.54281,4190.5
34,15.4,205.367,7,205.367,24.98419,121.54243,4683.5
35,13.9,4079.418,0,4079.418,25.01459,121.51816,2320.5
36,14.7,1935.009,2,1935.009,24.96386,121.51458,1946.4999999999998
37,12.0,1360.139,1,1360.139,24.95204,121.54842,2150.5
38,3.1,577.9615,6,577.9615,24.97201,121.54722,4054.5000000000005
39,16.2,289.3248,5,289.3248,24.98203,121.54348,3927.0000000000005
40,13.6,4082.015,0,4082.015,24.94155,121.50381,1351.5
41,16.8,4066.587,0,4066.587,24.94297,121.50342,1547.0
42,36.1,519.4617,5,519.4617,24.96305,121.53758,2949.5000000000005
43,34.4,512.7871,6,512.7871,24.98748,121.54301,2898.5
44,2.7,533.4762,4,533.4762,24.97445,121.54765,4581.5
45,36.6,488.8193,8,488.8193,24.97015,121.54494,3255.4999999999995
46,21.7,463.9623,9,463.9623,24.9703,121.54458,3570.0
47,35.9,640.7391,3,640.7391,24.97563,121.53715,5227.5
48,24.2,4605.749,0,4605.749,24.94684,121.49578,1139.0
49,29.4,4510.359,1,4510.359,24.94925,121.49542,1122.0
50,21.7,512.5487,4,512.5487,24.974,121.53842,3757.0000000000005
51,31.3,1758.406,1,1758.406,24.95402,121.55282,1759.5
52,32.1,1438.579,3,1438.579,24.97419,121.5175,2295.0
53,13.3,492.2313,5,492.2313,24.96515,121.53737,3306.5
54,16.1,289.3248,5,289.3248,24.98203,121.54348,4394.5
55,31.7,1160.632,0,1160.632,24.94968,121.53009,1164.5
56,33.6,371.2495,8,371.2495,24.97254,121.54059,3561.5
57,3.5,56.47425,7,56.47425,24.95744,121.53711,4547.5
58,30.3,4510.359,1,4510.359,24.94925,121.49542,1921.0000000000002
59,13.3,336.0532,5,336.0532,24.95776,121.53438,3604.0
60,11.0,1931.207,2,1931.207,24.96365,121.51471,1810.5
61,5.3,259.6607,6,259.6607,24.97585,121.54516,5372.0
62,17.2,2175.877,3,2175.877,24.96303,121.51254,2354.5
63,2.6,533.4762,4,533.4762,24.97445,121.54765,4675.0
64,17.5,995.7554,0,995.7554,24.96305,121.54915,2150.5
65,40.1,123.7429,8,123.7429,24.97635,121.54329,3765.4999999999995
66,1.0,193.5845,6,193.5845,24.96571,121.54089,4309.5
67,8.5,104.8101,5,104.8101,24.96674,121.54067,4828.0
68,30.4,464.223,6,464.223,24.97964,121.53805,3077.0000000000005
69,12.5,561.9845,5,561.9845,24.98746,121.54391,3570.0
70,6.6,90.45606,9,90.45606,24.97433,121.5431,5015.0
71,35.5,640.7391,3,640.7391,24.97563,121.53715,3467.9999999999995
72,32.5,424.5442,8,424.5442,24.97587,121.53913,3085.4999999999995
73,13.8,4082.015,0,4082.015,24.94155,121.50381,1700.0
74,6.8,379.5575,10,379.5575,24.98343,121.53762,4624.0
75,12.3,1360.139,1,1360.139,24.95204,121.54842,2507.5
76,35.9,616.4004,3,616.4004,24.97723,121.53767,3127.9999999999995
77,20.5,2185.128,3,2185.128,24.96322,121.51237,2176.0
78,38.2,552.4371,2,552.4371,24.97598,121.53381,2533.0
79,18.0,1414.837,1,1414.837,24.95182,121.54887,2252.5
80,11.8,533.4762,4,533.4762,24.97445,121.54765,3425.4999999999995
81,30.8,377.7956,6,377.7956,24.96427,121.53964,3127.9999999999995
82,13.2,150.9347,7,150.9347,24.96725,121.54252,4088.5
83,25.3,2707.392,3,2707.392,24.96056,121.50831,1504.5
84,15.1,383.2805,7,383.2805,24.96735,121.54464,3714.5000000000005
85,0.0,338.9679,9,338.9679,24.96853,121.54413,4318.0
86,1.8,1455.798,1,1455.798,24.9512,121.549,2295.0
87,16.9,4066.587,0,4066.587,24.94297,121.50342,1555.5
88,8.9,1406.43,0,1406.43,24.98573,121.52758,4080.0
89,23.0,3947.945,0,3947.945,24.94783,121.50243,2150.5
90,0.0,274.0144,1,274.0144,24.9748,121.53059,3859.0
91,9.1,1402.016,0,1402.016,24.98569,121.5276,3672.0000000000005
92,20.6,2469.645,4,2469.645,24.96108,121.51046,1853.0
93,31.9,1146.329,0,1146.329,24.9492,121.53076,1368.5000000000002
94,40.9,167.5989,5,167.5989,24.9663,121.54026,3485.0
95,8.0,104.8101,5,104.8101,24.96674,121.54067,4403.0
96,6.4,90.45606,9,90.45606,24.97433,121.5431,5057.5
97,28.4,617.4424,3,617.4424,24.97746,121.53299,2941.0
98,16.4,289.3248,5,289.3248,24.98203,121.54348,4335.0
99,6.4,90.45606,9,90.45606,24.97433,121.5431,5287.0
100,17.5,964.7496,4,964.7496,24.98872,121.53411,3247.0000000000005
101,12.7,170.1289,1,170.1289,24.97371,121.52984,2796.5
102,1.1,193.5845,6,193.5845,24.96571,121.54089,4624.0
103,0.0,208.3905,6,208.3905,24.95618,121.53844,3884.5000000000005
104,32.7,392.4459,6,392.4459,24.96398,121.5425,2592.5
105,0.0,292.9978,6,292.9978,24.97744,121.54458,6035.0
106,17.2,189.5181,8,189.5181,24.97707,121.54308,4003.5
107,12.2,1360.139,1,1360.139,24.95204,121.54842,2261.0
108,31.4,592.5006,2,592.5006,24.9726,121.53561,2898.5
109,4.0,2147.376,3,2147.376,24.96299,121.51284,2414.0
110,8.1,104.8101,5,104.8101,24.96674,121.54067,4386.0
111,33.3,196.6172,7,196.6172,24.97701,121.54224,3349.0
112,9.9,2102.427,3,2102.427,24.96044,121.51462,1963.5000000000002
113,14.8,393.2606,6,393.2606,24.96172,121.53812,646.0
114,30.6,143.8383,8,143.8383,24.98155,121.54142,4530.5
115,20.6,737.9161,2,737.9161,24.98092,121.54739,3944.0
116,30.9,6396.283,1,6396.283,24.94375,121.47883,1037.0
117,13.6,4197.349,0,4197.349,24.93885,121.50383,1105.0
118,25.3,1583.722,3,1583.722,24.96622,121.51709,2601.0
119,16.6,289.3248,5,289.3248,24.98203,121.54348,5066.0
120,13.3,492.2313,5,492.2313,24.96515,121.53737,2660.5
121,13.6,492.2313,5,492.2313,24.96515,121.53737,4080.0
122,31.5,414.9476,4,414.9476,24.98199,121.54464,2762.5
123,0.0,185.4296,0,185.4296,24.9711,121.5317,3867.5
124,9.9,279.1726,7,279.1726,24.97528,121.54541,4879.0
125,1.1,193.5845,6,193.5845,24.96571,121.54089,4131.0
126,38.6,804.6897,4,804.6897,24.97838,121.53477,5346.5
127,3.8,383.8624,5,383.8624,24.98085,121.54391,4675.0
128,41.3,124.9912,6,124.9912,24.96674,121.54039,5159.5
129,38.5,216.8329,7,216.8329,24.98086,121.54162,3485.0
130,29.6,535.527,8,535.527,24.98092,121.53653,3187.5
131,4.0,2147.376,3,2147.376,24.96299,121.51284,2609.5
132,26.6,482.7581,5,482.7581,24.97433,121.53863,3187.5
133,18.0,373.3937,8,373.3937,24.9866,121.54082,3357.5
134,33.4,186.9686,6,186.9686,24.96604,121.54211,3587.0000000000005
135,18.9,1009.235,0,1009.235,24.96357,121.54951,1768.0
136,11.4,390.5684,5,390.5684,24.97937,121.54245,3977.9999999999995
137,13.6,319.0708,6,319.0708,24.96495,121.54277,4029.0
138,10.0,942.4664,0,942.4664,24.97843,121.52406,3697.5
139,12.9,492.2313,5,492.2313,24.96515,121.53737,3612.5
140,16.2,289.3248,5,289.3248,24.98203,121.54348,4369.0
141,5.1,1559.827,3,1559.827,24.97213,121.51627,2456.5
142,19.8,640.6071,5,640.6071,24.97017,121.54647,3187.5
143,13.6,492.2313,5,492.2313,24.96515,121.53737,3408.5
144,11.9,1360.139,1,1360.139,24.95204,121.54842,2414.0
145,2.1,451.2438,5,451.2438,24.97563,121.54694,3867.5
146,0.0,185.4296,0,185.4296,24.9711,121.5317,4437.0
147,3.2,489.8821,8,489.8821,24.97017,121.54494,3672.0000000000005
148,16.4,3780.59,0,3780.59,24.93293,121.51203,3833.5
149,34.9,179.4538,8,179.4538,24.97349,121.54245,3374.5000000000005
150,35.8,170.7311,7,170.7311,24.96719,121.54269,4122.5
151,4.9,387.7721,9,387.7721,24.98118,121.53788,3799.5000000000005
152,12.0,1360.139,1,1360.139,24.95204,121.54842,2456.5
153,6.5,376.1709,6,376.1709,24.95418,121.53713,3476.5
154,16.9,4066.587,0,4066.587,24.94297,121.50342,1759.5
155,13.8,4082.015,0,4082.015,24.94155,121.50381,1326.0
156,30.7,1264.73,0,1264.73,24.94883,121.52954,1555.5
157,16.1,815.9314,4,815.9314,24.97886,121.53464,3026.0
158,11.6,390.5684,5,390.5684,24.97937,121.54245,3349.0
159,15.5,815.9314,4,815.9314,24.97886,121.53464,3179.0
160,3.5,49.66105,8,49.66105,24.95836,121.53756,4913.0
161,19.2,616.4004,3,616.4004,24.97723,121.53767,3366.0
162,16.0,4066.587,0,4066.587,24.94297,121.50342,986.0
163,8.5,104.8101,5,104.8101,24.96674,121.54067,4717.5
164,0.0,185.4296,0,185.4296,24.9711,121.5317,4692.0
165,13.7,1236.564,1,1236.564,24.97694,121.55391,2601.0
166,0.0,292.9978,6,292.9978,24.97744,121.54458,6255.999999999999
167,28.2,330.0854,8,330.0854,24.97408,121.54011,3689.0
168,27.6,515.1122,5,515.1122,24.96299,121.5432,3179.0
169,8.4,1962.628,1,1962.628,24.95468,121.55481,1997.5
170,24.0,4527.687,0,4527.687,24.94741,121.49628,1224.0
171,3.6,383.8624,5,383.8624,24.98085,121.54391,4998.0
172,6.6,90.45606,9,90.45606,24.97433,121.5431,4938.5
173,41.3,401.8807,4,401.8807,24.98326,121.5446,2983.5
174,4.3,432.0385,7,432.0385,24.9805,121.53778,3842.0000000000005
175,30.2,472.1745,3,472.1745,24.97005,121.53758,3102.5
176,13.9,4573.779,0,4573.779,24.94867,121.49507,1632.0
177,33.0,181.0766,9,181.0766,24.97697,121.54262,3570.0
178,13.1,1144.436,4,1144.436,24.99176,121.53456,3119.5000000000005
179,14.0,438.8513,1,438.8513,24.97493,121.5273,3621.0
180,26.9,4449.27,0,4449.27,24.94898,121.49621,1317.5
181,11.6,201.8939,8,201.8939,24.98489,121.54121,4751.5
182,13.5,2147.376,3,2147.376,24.96299,121.51284,2006.0000000000002
183,17.0,4082.015,0,4082.015,24.94155,121.50381,1598.0
184,14.1,2615.465,0,2615.465,24.95495,121.56174,1853.0
185,31.4,1447.286,3,1447.286,24.97285,121.5173,1827.5
186,20.9,2185.128,3,2185.128,24.96322,121.51237,2184.5
187,8.9,3078.176,0,3078.176,24.95464,121.56627,1870.0
188,34.8,190.0392,8,190.0392,24.97707,121.54312,3765.4999999999995
189,16.3,4066.587,0,4066.587,24.94297,121.50342,1742.5
190,35.3,616.5735,8,616.5735,24.97945,121.53642,3595.4999999999995
191,13.2,750.0704,2,750.0704,24.97371,121.54951,3212.9999999999995
192,43.8,57.58945,7,57.58945,24.9675,121.54069,3629.5000000000005
193,9.7,421.479,5,421.479,24.98246,121.54477,4190.5
194,15.2,3771.895,0,3771.895,24.93363,121.51158,2490.5
195,15.2,461.1016,5,461.1016,24.95425,121.5399,2941.0
196,22.8,707.9067,2,707.9067,24.981,121.54713,3111.0
197,34.4,126.7286,8,126.7286,24.96881,121.54089,4097.0
198,34.0,157.6052,7,157.6052,24.96628,121.54196,3323.5
199,18.2,451.6419,8,451.6419,24.96945,121.5449,2686.0
200,17.4,995.7554,0,995.7554,24.96305,121.54915,2167.5
201,13.1,561.9845,5,561.9845,24.98746,121.54391,3901.5
202,38.3,642.6985,3,642.6985,24.97559,121.53713,2677.5
203,15.6,289.3248,5,289.3248,24.98203,121.54348,3918.5
204,18.0,1414.837,1,1414.837,24.95182,121.54887,2261.0
205,12.8,1449.722,3,1449.722,24.97289,121.51728,1818.9999999999998
206,22.2,379.5575,10,379.5575,24.98343,121.53762,3740.0
207,38.5,665.0636,3,665.0636,24.97503,121.53692,2907.0000000000005
208,11.5,1360.139,1,1360.139,24.95204,121.54842,2227.0
209,34.8,175.6294,8,175.6294,24.97347,121.54271,3476.5
210,5.2,390.5684,5,390.5684,24.97937,121.54245,4437.0
211,0.0,274.0144,1,274.0144,24.9748,121.53059,3697.5
212,17.6,1805.665,2,1805.665,24.98672,121.52091,2643.5
213,6.2,90.45606,9,90.45606,24.97433,121.5431,4930.0
214,18.1,1783.18,3,1783.18,24.96731,121.51486,1776.4999999999998
215,19.2,383.7129,8,383.7129,24.972,121.54477,4088.5
216,37.8,590.9292,1,590.9292,24.97153,121.53559,3374.5000000000005
217,28.0,372.6242,6,372.6242,24.97838,121.54119,3467.9999999999995
218,13.6,492.2313,5,492.2313,24.96515,121.53737,3722.9999999999995
219,29.3,529.7771,8,529.7771,24.98102,121.53655,3417.0000000000005
220,37.2,186.5101,9,186.5101,24.97703,121.54265,6655.5
221,9.0,1402.016,0,1402.016,24.98569,121.5276,3272.5
222,30.6,431.1114,10,431.1114,24.98123,121.53743,4122.5
223,9.1,1402.016,0,1402.016,24.98569,121.5276,3595.4999999999995
224,34.5,324.9419,6,324.9419,24.97814,121.5417,3910.0
225,1.1,193.5845,6,193.5845,24.96571,121.54089,4165.0
226,16.5,4082.015,0,4082.015,24.94155,121.50381,1088.0
227,32.4,265.0609,8,265.0609,24.98059,121.53986,3417.0000000000005
228,11.9,3171.329,0,3171.329,25.00115,121.51776,3961.0
229,31.0,1156.412,0,1156.412,24.9489,121.53095,1615.0
230,4.0,2147.376,3,2147.376,24.96299,121.51284,2839.0
231,16.2,4074.736,0,4074.736,24.94235,121.50357,1249.5
232,27.1,4412.765,1,4412.765,24.95032,121.49587,1478.9999999999998
233,39.7,333.3679,9,333.3679,24.98016,121.53932,2754.0
234,8.0,2216.612,4,2216.612,24.96007,121.51361,2031.4999999999998
235,12.9,250.631,7,250.631,24.96606,121.54297,3340.4999999999995
236,3.6,373.8389,10,373.8389,24.98322,121.53765,5261.5
237,13.0,732.8528,0,732.8528,24.97668,121.52518,3315.0
238,12.8,732.8528,0,732.8528,24.97668,121.52518,3451.0
239,18.1,837.7233,0,837.7233,24.96334,121.54767,2524.5
240,11.0,1712.632,2,1712.632,24.96412,121.5167,2448.0
241,13.7,250.631,7,250.631,24.96606,121.54297,3519.0
242,2.0,2077.39,3,2077.39,24.96357,121.51329,2839.0
243,32.8,204.1705,8,204.1705,24.98236,121.53923,4097.0
244,4.8,1559.827,3,1559.827,24.97213,121.51627,1844.5
245,7.5,639.6198,5,639.6198,24.97258,121.54814,3467.9999999999995
246,16.4,389.8219,6,389.8219,24.96412,121.54273,3451.0
247,21.7,1055.067,0,1055.067,24.96211,121.54928,1963.5000000000002
248,19.0,1009.235,0,1009.235,24.96357,121.54951,1895.5
249,18.0,6306.153,1,6306.153,24.95743,121.47516,1275.0
250,39.2,424.7132,7,424.7132,24.97429,121.53917,2550.0
251,31.7,1159.454,0,1159.454,24.9496,121.53018,1173.0
252,5.9,90.45606,9,90.45606,24.97433,121.5431,4479.5
253,30.4,1735.595,2,1735.595,24.96464,121.51623,2201.5
254,1.1,329.9747,5,329.9747,24.98254,121.54395,4403.0
255,31.5,5512.038,1,5512.038,24.95095,121.48458,1478.9999999999998
256,14.6,339.2289,1,339.2289,24.97519,121.53151,2252.5
257,17.3,444.1334,1,444.1334,24.97501,121.5273,3731.5
258,0.0,292.9978,6,292.9978,24.97744,121.54458,5380.5
259,17.7,837.7233,0,837.7233,24.96334,121.54767,2448.0
260,17.0,1485.097,4,1485.097,24.97073,121.517,2609.5
261,16.2,2288.011,3,2288.011,24.95885,121.51359,2074.0
262,15.9,289.3248,5,289.3248,24.98203,121.54348,4505.0
263,3.9,2147.376,3,2147.376,24.96299,121.51284,2694.5
264,32.6,493.657,7,493.657,24.96968,121.54522,3451.0
265,15.7,815.9314,4,815.9314,24.97886,121.53464,3238.5
266,17.8,1783.18,3,1783.18,24.96731,121.51486,2014.5
267,34.7,482.7581,5,482.7581,24.97433,121.53863,3493.5
268,17.2,390.5684,5,390.5684,24.97937,121.54245,3408.5
269,17.6,837.7233,0,837.7233,24.96334,121.54767,1955.0
270,10.8,252.5822,1,252.5822,24.9746,121.53046,9987.5
271,17.7,451.6419,8,451.6419,24.96945,121.5449,2252.5
272,13.0,492.2313,5,492.2313,24.96515,121.53737,3442.5
273,13.2,170.1289,1,170.1289,24.97371,121.52984,2490.5
274,27.5,394.0173,7,394.0173,24.97305,121.53994,3485.0
275,1.5,23.38284,7,23.38284,24.96772,121.54102,4224.5
276,19.1,461.1016,5,461.1016,24.95425,121.5399,2890.0
277,21.2,2185.128,3,2185.128,24.96322,121.51237,2354.5
278,0.0,208.3905,6,208.3905,24.95618,121.53844,3740.0
279,2.6,1554.25,3,1554.25,24.97026,121.51642,2643.5
280,2.3,184.3302,6,184.3302,24.96581,121.54086,3859.0
281,4.7,387.7721,9,387.7721,24.98118,121.53788,3807.9999999999995
282,2.0,1455.798,1,1455.798,24.9512,121.549,2176.0
283,33.5,1978.671,2,1978.671,24.98674,121.51844,1997.5
284,15.0,383.2805,7,383.2805,24.96735,121.54464,2924.0
285,30.1,718.2937,3,718.2937,24.97509,121.53644,4700.5
286,5.9,90.45606,9,90.45606,24.97433,121.5431,4785.5
287,19.2,461.1016,5,461.1016,24.95425,121.5399,2796.5
288,16.6,323.6912,6,323.6912,24.97841,121.5428,4335.0
289,13.9,289.3248,5,289.3248,24.98203,121.54348,3782.5
290,37.7,490.3446,0,490.3446,24.97217,121.53471,3145.0
291,3.4,56.47425,7,56.47425,24.95744,121.53711,4624.0
292,17.5,395.6747,5,395.6747,24.95674,121.534,2082.5
293,12.6,383.2805,7,383.2805,24.96735,121.54464,3612.5
294,26.4,335.5273,6,335.5273,24.9796,121.5414,3238.5
295,18.2,2179.59,3,2179.59,24.96299,121.51252,1853.0
296,12.5,1144.436,4,1144.436,24.99176,121.53456,2898.5
297,34.9,567.0349,4,567.0349,24.97003,121.5458,2422.5
298,16.7,4082.015,0,4082.015,24.94155,121.50381,1419.5
299,33.2,121.7262,10,121.7262,24.98178,121.54059,3918.5
300,2.5,156.2442,4,156.2442,24.96696,121.53992,3136.5
301,38.0,461.7848,0,461.7848,24.97229,121.53445,3034.5000000000005
302,16.5,2288.011,3,2288.011,24.95885,121.51359,1972.0
303,38.3,439.7105,0,439.7105,24.97161,121.53423,3264.0
304,20.0,1626.083,3,1626.083,24.96622,121.51668,2499.0
305,16.2,289.3248,5,289.3248,24.98203,121.54348,4675.0
306,14.4,169.9803,1,169.9803,24.97369,121.52979,4267.0
307,10.3,3079.89,0,3079.89,24.9546,121.56627,2099.5
308,16.4,289.3248,5,289.3248,24.98203,121.54348,4505.0
309,30.3,1264.73,0,1264.73,24.94883,121.52954,1623.5000000000002
310,16.4,1643.499,2,1643.499,24.95394,121.55174,2099.5
311,21.3,537.7971,4,537.7971,24.97425,121.53814,3587.0000000000005
312,35.4,318.5292,9,318.5292,24.97071,121.54069,6630.0
313,8.3,104.8101,5,104.8101,24.96674,121.54067,3637.9999999999995
314,3.7,577.9615,6,577.9615,24.97201,121.54722,3536.0
315,15.6,1756.411,2,1756.411,24.9832,121.51812,2320.5
316,13.3,250.631,7,250.631,24.96606,121.54297,3570.0
317,15.6,752.7669,2,752.7669,24.97795,121.53451,3187.5
318,7.1,379.5575,10,379.5575,24.98343,121.53762,4233.0
319,34.6,272.6783,5,272.6783,24.95562,121.53872,2286.5
320,13.5,4197.349,0,4197.349,24.93885,121.50383,1581.0000000000002
321,16.9,964.7496,4,964.7496,24.98872,121.53411,3204.5000000000005
322,12.9,187.4823,1,187.4823,24.97388,121.52981,2813.5
323,28.6,197.1338,6,197.1338,24.97631,121.54436,3612.5
324,12.4,1712.632,2,1712.632,24.96412,121.5167,2660.5
325,36.6,488.8193,8,488.8193,24.97015,121.54494,3238.5
326,4.1,56.47425,7,56.47425,24.95744,121.53711,5278.5
327,3.5,757.3377,3,757.3377,24.97538,121.54971,3119.5000000000005
328,15.9,1497.713,3,1497.713,24.97003,121.51696,2006.0000000000002
329,13.6,4197.349,0,4197.349,24.93885,121.50383,1632.0
330,32.0,1156.777,0,1156.777,24.94935,121.53046,1088.0
331,25.6,4519.69,0,4519.69,24.94826,121.49587,1326.0
332,39.8,617.7134,2,617.7134,24.97577,121.53475,3366.0
333,7.8,104.8101,5,104.8101,24.96674,121.54067,3264.0
334,30.0,1013.341,5,1013.341,24.99006,121.5346,1938.0
335,27.3,337.6016,6,337.6016,24.96431,121.54063,3102.5
336,5.1,1867.233,2,1867.233,24.98407,121.51748,3026.0
337,31.3,600.8604,5,600.8604,24.96871,121.54651,2626.5
338,31.5,258.186,9,258.186,24.96867,121.54331,3085.4999999999995
339,1.7,329.9747,5,329.9747,24.98254,121.54395,4284.0
340,33.6,270.8895,0,270.8895,24.97281,121.53265,3646.5
341,13.0,750.0704,2,750.0704,24.97371,121.54951,3145.0
342,5.7,90.45606,9,90.45606,24.97433,121.5431,4547.5
343,33.5,563.2854,8,563.2854,24.98223,121.53597,3961.0
344,34.6,3085.17,0,3085.17,24.998,121.5155,3502.0000000000005
345,0.0,185.4296,0,185.4296,24.9711,121.5317,3221.5
346,13.2,1712.632,2,1712.632,24.96412,121.5167,2618.0
347,17.4,6488.021,1,6488.021,24.95719,121.47353,951.9999999999999
348,4.6,259.6607,6,259.6607,24.97585,121.54516,4564.5
349,7.8,104.8101,5,104.8101,24.96674,121.54067,3995.0
350,13.2,492.2313,5,492.2313,24.96515,121.53737,3595.4999999999995
351,4.0,2180.245,3,2180.245,24.96324,121.51241,2431.0
352,18.4,2674.961,3,2674.961,24.96143,121.50827,2184.5
353,4.1,2147.376,3,2147.376,24.96299,121.51284,2660.5
354,12.2,1360.139,1,1360.139,24.95204,121.54842,2558.5
355,3.8,383.8624,5,383.8624,24.98085,121.54391,5159.5
356,10.3,211.4473,1,211.4473,24.97417,121.52999,3850.4999999999995
357,0.0,338.9679,9,338.9679,24.96853,121.54413,3816.5
358,1.1,193.5845,6,193.5845,24.96571,121.54089,3833.5
359,5.6,2408.993,0,2408.993,24.95505,121.55964,2099.5
360,32.9,87.30222,10,87.30222,24.983,121.54022,4003.5
361,41.4,281.205,8,281.205,24.97345,121.54093,5380.5
362,17.1,967.4,4,967.4,24.98872,121.53408,3400.0
363,32.3,109.9455,10,109.9455,24.98182,121.54086,4080.0
364,35.3,614.1394,7,614.1394,24.97913,121.53666,2813.5
365,17.3,2261.432,4,2261.432,24.96182,121.51222,2507.5
366,14.2,1801.544,1,1801.544,24.95153,121.55254,2108.0
367,15.0,1828.319,2,1828.319,24.96464,121.51531,1776.4999999999998
368,18.2,350.8515,1,350.8515,24.97544,121.53119,3663.5
369,20.2,2185.128,3,2185.128,24.96322,121.51237,1938.0
370,15.9,289.3248,5,289.3248,24.98203,121.54348,3578.5
371,4.1,312.8963,5,312.8963,24.95591,121.53956,4394.5
372,33.9,157.6052,7,157.6052,24.96628,121.54196,3527.5
373,0.0,274.0144,1,274.0144,24.9748,121.53059,4437.0
374,5.4,390.5684,5,390.5684,24.97937,121.54245,4207.5
375,21.7,1157.988,0,1157.988,24.96165,121.55011,2023.0
376,14.7,1717.193,2,1717.193,24.96447,121.51649,2592.5
377,3.9,49.66105,8,49.66105,24.95836,121.53756,4828.0
378,37.3,587.8877,8,587.8877,24.97077,121.54634,3179.0
379,0.0,292.9978,6,292.9978,24.97744,121.54458,5924.5
380,14.1,289.3248,5,289.3248,24.98203,121.54348,4530.5
381,8.0,132.5469,9,132.5469,24.98298,121.53981,4020.4999999999995
382,16.3,3529.564,0,3529.564,24.93207,121.51597,2490.5
383,29.1,506.1144,4,506.1144,24.97845,121.53889,3425.4999999999995
384,16.1,4066.587,0,4066.587,24.94297,121.50342,1096.5
385,18.3,82.88643,10,82.88643,24.983,121.54026,3961.0
386,0.0,185.4296,0,185.4296,24.9711,121.5317,4700.5
387,16.2,2103.555,3,2103.555,24.96042,121.51462,2176.0
388,10.4,2251.938,4,2251.938,24.95957,121.51353,2320.5
389,40.9,122.3619,8,122.3619,24.96756,121.5423,5754.5
390,32.8,377.8302,9,377.8302,24.97151,121.5435,3281.0
391,6.2,1939.749,1,1939.749,24.95155,121.55387,2660.5
392,42.7,443.802,6,443.802,24.97927,121.53874,3000.4999999999995
393,16.9,967.4,4,967.4,24.98872,121.53408,3425.4999999999995
394,32.6,4136.271,1,4136.271,24.95544,121.4963,2099.5
395,21.2,512.5487,4,512.5487,24.974,121.53842,3612.5
396,37.1,918.6357,1,918.6357,24.97198,121.55063,2711.5
397,13.1,1164.838,4,1164.838,24.99156,121.53406,2737.0000000000005
398,14.7,1717.193,2,1717.193,24.96447,121.51649,1955.0
399,12.7,170.1289,1,170.1289,24.97371,121.52984,3170.4999999999995
400,26.8,482.7581,5,482.7581,24.97433,121.53863,3017.5
401,7.6,2175.03,3,2175.03,24.96305,121.51254,2354.5
402,12.7,187.4823,1,187.4823,24.97388,121.52981,2422.5
403,30.9,161.942,9,161.942,24.98353,121.53966,3374.5000000000005
404,16.4,289.3248,5,289.3248,24.98203,121.54348,3502.0000000000005
405,23.0,130.9945,6,130.9945,24.95663,121.53765,3162.0000000000005
406,1.9,372.1386,7,372.1386,24.97293,121.54026,3442.5
407,5.2,2408.993,0,2408.993,24.95505,121.55964,1895.5
408,18.5,2175.744,3,2175.744,24.9633,121.51243,2388.5
409,13.7,4082.015,0,4082.015,24.94155,121.50381,1309.0
410,5.6,90.45606,9,90.45606,24.97433,121.5431,4250.0
411,18.8,390.9696,7,390.9696,24.97923,121.53986,3451.0
412,8.1,104.8101,5,104.8101,24.96674,121.54067,4462.5
413,6.5,90.45606,9,90.45606,24.97433,121.5431,5431.5
